,0,1,2,3,4,5,6,7
0,30,1,1,3,0,1,2,0
1,8,24,2,0,1,1,1,1
2,0,3,32,0,0,0,2,1
3,1,5,2,24,2,5,0,0
4,0,1,0,0,11,1,3,3
5,2,1,6,4,1,20,3,2
6,1,2,4,0,1,0,30,0
7,0,1,1,0,3,3,0,31
