,0,1,2,3,4,5,6
0,189,7,0,3,0,0,1
1,16,167,1,4,1,2,9
2,1,1,181,1,1,5,10
3,2,12,1,177,2,2,4
4,0,1,1,0,194,4,0
5,1,0,9,1,11,175,3
6,0,4,8,5,1,2,180
