,0,1,2,3,4,5,6,7
0,30,0,0,3,0,1,3,1
1,7,21,4,0,2,0,3,1
2,0,0,29,1,1,1,5,1
3,2,3,1,23,4,5,1,0
4,1,1,0,0,8,4,3,2
5,0,2,6,6,1,18,4,2
6,1,2,3,1,1,0,30,0
7,0,1,1,1,2,2,0,32
