,0,1,2,3,4,5,6
0,13,1,1,0,0,0,1
1,1,7,4,0,3,1,1
2,0,1,8,1,0,2,5
3,3,2,0,10,1,0,1
4,1,0,0,0,16,0,0
5,0,0,2,0,0,14,1
6,0,2,0,5,1,1,8
