,0,1,2,3,4,5,6
0,160,7,8,12,2,1,10
1,30,107,2,21,10,5,25
2,9,11,151,1,3,10,15
3,5,16,4,133,8,20,14
4,0,2,5,4,181,6,2
5,3,7,17,9,40,117,7
6,17,23,4,15,6,2,133
