,0,1,2,3,4,5,6
0,170,7,2,16,1,0,4
1,28,120,5,22,5,4,16
2,3,5,159,5,6,6,16
3,5,10,4,153,9,6,13
4,0,2,1,1,192,4,0
5,0,2,14,9,29,139,7
6,20,7,11,14,4,1,143
