,0,1,2,3,4,5,6
0,170,11,3,11,1,0,4
1,26,129,7,13,6,4,15
2,4,7,152,4,9,7,17
3,8,9,5,154,4,8,12
4,0,1,2,3,189,5,0
5,2,2,13,6,25,147,5
6,18,9,5,14,2,3,149
