,0,1,2,3,4,5,6
0,12,1,1,1,0,0,1
1,1,12,1,1,2,0,0
2,0,0,14,1,0,0,2
3,0,1,0,14,0,0,2
4,0,0,0,0,17,0,0
5,0,0,1,0,2,14,0
6,0,2,1,1,0,0,13
