,0,1,2,3,4,5,6
0,13,1,1,0,1,0,0
1,1,11,2,1,1,0,1
2,0,3,6,0,0,3,5
3,1,3,0,11,1,0,1
4,1,0,0,0,16,0,0
5,0,0,1,0,1,15,0
6,0,2,0,5,1,1,8
