,0,1,2,3,4,5,6
0,14,1,0,0,1,0,0
1,1,10,2,0,2,0,2
2,0,2,6,0,0,3,6
3,1,2,1,10,1,0,2
4,0,0,0,1,15,0,1
5,0,0,1,0,2,14,0
6,0,3,0,5,0,0,9
