,0,1,2,3,4,5,6,7
0,22,3,1,4,0,2,6,0
1,5,20,2,4,0,2,2,3
2,5,4,23,1,1,1,1,2
3,3,9,4,15,0,3,4,1
4,0,3,0,1,3,3,3,6
5,0,4,6,4,2,14,4,5
6,1,3,8,2,1,3,20,0
7,0,2,2,0,4,4,0,27
