,0,1,2,3,4,5,6
0,170,13,2,13,0,1,1
1,24,120,6,24,8,0,18
2,3,7,160,4,3,3,20
3,6,8,3,157,5,10,11
4,0,3,2,4,189,2,0
5,1,3,10,6,26,147,7
6,17,7,8,11,2,1,154
