,0,1,2,3,4,5,6
0,14,2,0,0,0,0,0
1,2,9,1,0,4,0,1
2,0,2,13,1,0,0,1
3,1,2,0,12,2,0,0
4,1,0,0,3,13,0,0
5,0,0,3,0,0,13,1
6,0,2,0,4,1,0,10
