,0,1,2,3,4,5,6
0,184,7,0,6,1,0,2
1,9,173,2,6,1,1,8
2,0,0,186,1,0,3,10
3,0,4,1,190,0,1,4
4,0,1,0,0,196,3,0
5,0,1,8,1,5,182,3
6,1,3,2,9,1,1,183
