,0,1,2,3,4,5,6
0,180,0,2,23,6,1,0
1,0,0,0,0,0,0,0
2,5,0,0,1,1,0,0
3,15,0,7,12,4,2,0
4,21,0,1,177,6,1,0
5,14,0,2,27,44,3,0
6,10,1,2,12,7,13,0
