,0,1,2,3,4,5,6
0,14,0,0,0,0,0,0
1,2,16,0,0,0,0,1
2,0,0,15,0,0,2,1
3,0,0,0,15,0,0,2
4,0,1,0,0,17,0,1
5,0,0,1,0,0,14,0
6,0,0,1,2,0,1,12
