,0,1,2,3,4,5,6,7
0,25,2,3,2,0,0,6,0
1,4,17,2,4,0,5,2,4
2,3,3,23,3,1,1,3,1
3,4,4,3,19,1,4,2,2
4,0,2,1,1,5,3,4,3
5,0,5,6,7,0,10,4,7
6,2,4,7,1,0,0,24,0
7,1,2,1,0,1,3,0,31
