,0,1,2,3,4,5,6
0,22,2,0,2,0,0,0
1,0,2,2,4,0,0,1
2,3,1,5,1,1,1,2
3,10,0,0,3,1,0,0
4,3,0,1,0,11,0,1
5,0,0,1,0,1,10,0
6,1,0,1,0,1,0,13
