,0,1,2,3,4,5,6
0,14,1,1,0,0,0,0
1,1,13,1,1,0,1,0
2,0,1,10,0,0,1,5
3,3,1,0,11,0,0,2
4,0,0,0,0,17,0,0
5,0,0,1,0,1,15,0
6,0,3,2,2,0,0,10
