,0,1,2,3,4,5,6
0,13,1,1,1,0,0,0
1,1,10,2,1,3,0,0
2,0,2,11,1,0,0,3
3,0,2,0,12,1,0,2
4,1,0,0,0,16,0,0
5,0,0,1,0,2,14,0
6,0,3,1,2,1,0,10
