,0,1,2,3,4,5,6,7
0,22,8,2,2,0,0,4,0
1,3,15,3,5,0,3,6,3
2,2,4,19,4,1,0,8,0
3,2,6,4,15,2,2,5,3
4,2,2,0,1,4,2,4,4
5,1,4,5,8,0,11,4,6
6,1,7,3,1,0,2,24,0
7,0,4,2,1,5,1,1,25
