,0,1,2,3,4,5,6,7
0,26,5,2,2,0,0,3,0
1,3,21,3,3,0,0,1,7
2,4,3,22,1,0,3,3,2
3,2,3,5,19,1,4,3,2
4,1,3,0,1,5,1,2,6
5,0,5,5,4,1,12,3,9
6,3,3,4,1,0,1,26,0
7,0,3,0,2,2,6,1,25
