,0,1,2,3,4,5,6
0,188,10,0,2,0,0,0
1,13,170,1,5,1,1,9
2,0,1,184,0,0,3,12
3,0,8,1,184,2,1,4
4,0,2,1,0,195,2,0
5,0,0,9,3,10,175,3
6,1,3,4,5,1,2,184
