,0,1,2,3,4,5,6,7
0,27,1,3,4,0,1,2,0
1,7,22,3,1,0,2,2,1
2,2,2,30,1,0,0,2,1
3,3,3,0,23,2,4,3,1
4,0,2,0,0,10,4,1,2
5,0,2,4,7,6,18,0,2
6,0,2,5,4,0,1,26,0
7,2,3,0,0,4,3,0,27
