,0,1,2,3,4,5,6
0,191,16,0,2,0,0,1
1,4,170,0,9,0,1,8
2,0,0,187,0,0,7,3
3,1,4,0,180,0,4,6
4,1,3,0,1,195,8,0
5,0,1,6,4,4,178,0
6,3,6,7,4,1,2,182
