,0,1,2,3,4,5,6
0,167,13,2,7,1,1,9
1,21,124,6,17,4,2,26
2,5,7,151,2,4,17,14
3,3,18,10,146,6,7,10
4,0,3,11,0,178,8,0
5,1,8,20,19,17,132,3
6,15,30,9,10,3,2,131
