,0,1,2,3,4,5,6
0,189,6,0,4,1,0,0
1,12,169,0,6,1,0,12
2,1,1,184,0,0,3,11
3,1,7,1,183,0,3,5
4,0,1,0,0,196,3,0
5,0,0,10,2,10,174,4
6,1,3,3,6,1,3,183
