,0,1,2,3,4,5,6,7
0,22,6,1,3,1,0,5,0
1,4,16,2,3,0,5,5,3
2,2,5,23,1,0,2,5,0
3,5,8,5,13,2,3,1,2
4,0,5,0,0,2,4,3,5
5,0,6,4,8,2,10,2,7
6,2,2,6,3,1,2,22,0
7,0,3,2,1,3,4,1,25
