,0,1,2,3,4,5,6,7
0,28,3,1,1,0,2,3,0
1,7,19,1,3,0,2,4,2
2,3,3,23,1,0,3,3,2
3,2,7,4,16,2,1,5,2
4,0,2,0,0,3,3,4,7
5,0,3,4,5,0,13,5,9
6,1,3,5,3,0,2,24,0
7,0,3,1,0,3,1,1,30
