,0,1,2,3,4,5,6
0,24,0,1,1,0,0,0
1,2,2,2,1,1,0,1
2,3,1,9,0,0,0,1
3,9,0,0,5,0,0,0
4,0,0,0,1,11,0,4
5,0,0,2,0,0,9,1
6,2,0,2,0,1,0,11
