,0,1,2,3,4,5,6
0,188,9,0,3,0,0,0
1,18,165,0,6,1,1,9
2,1,3,183,0,0,3,10
3,2,7,1,182,1,2,5
4,0,1,1,0,193,5,0
5,1,0,10,1,10,174,4
6,2,6,5,5,1,4,177
