,0,1,2,3,4,5,6
0,163,11,2,9,2,1,12
1,20,123,5,23,8,2,19
2,6,5,151,1,3,14,20
3,3,12,4,153,7,8,13
4,0,2,6,0,180,11,1
5,0,7,16,10,21,141,5
6,14,16,5,12,4,1,148
