,0,1,2,3,4,5,6
0,187,8,0,4,1,0,0
1,13,168,1,5,1,2,10
2,0,1,185,0,0,3,11
3,0,5,1,188,1,1,4
4,0,1,0,0,197,2,0
5,0,0,7,3,9,178,3
6,0,5,3,5,1,0,186
