,0,1,2,3,4,5,6
0,13,1,2,0,0,0,0
1,1,10,2,1,1,1,1
2,1,1,12,0,0,0,3
3,1,1,0,14,0,0,1
4,0,0,0,1,16,0,0
5,0,1,1,0,0,15,0
6,1,1,1,1,0,0,13
