,0,1,2,3,4,5,6
0,14,1,1,0,0,0,0
1,1,10,1,2,0,2,1
2,0,1,12,0,0,0,4
3,1,0,0,14,0,0,2
4,0,0,0,0,17,0,0
5,0,1,1,0,0,15,0
6,0,2,0,2,0,0,13
