,0,1,2,3,4,5,6
0,184,8,2,2,0,1,3
1,14,168,2,4,1,1,10
2,2,2,179,2,1,5,9
3,2,3,0,184,0,3,8
4,0,1,2,0,192,5,0
5,0,1,5,2,9,180,3
6,3,6,4,7,1,3,176
