,0,1,2,3,4,5,6
0,193,13,0,0,0,0,0
1,3,172,0,3,0,0,7
2,0,0,189,0,1,7,2
3,1,8,0,187,0,2,8
4,1,3,1,2,196,8,0
5,0,1,4,2,3,181,0
6,2,3,6,6,0,2,183
