,0,1,2,3,4,5,6
0,186,8,1,3,0,0,2
1,11,166,2,6,1,2,12
2,1,3,181,0,1,4,10
3,1,7,0,183,1,2,6
4,0,0,0,1,196,3,0
5,0,0,9,1,14,174,2
6,2,5,5,8,0,1,179
