,0,1,2,3,4,5,6,7
0,31,1,1,4,0,0,1,0
1,6,24,2,1,2,2,0,1
2,0,1,33,0,0,1,2,1
3,2,6,0,25,3,3,0,0
4,1,1,0,0,12,2,1,2
5,2,0,6,4,0,20,3,4
6,2,2,4,2,2,0,26,0
7,0,2,1,0,4,4,0,28
