,0,1,2,3,4,5,6,7
0,30,0,0,3,0,1,3,1
1,7,21,4,0,1,2,2,1
2,0,1,28,1,0,0,6,2
3,1,3,1,23,3,6,2,0
4,1,1,0,0,8,5,2,2
5,0,2,5,6,0,20,3,3
6,1,3,2,0,0,2,30,0
7,0,0,1,0,2,2,0,34
