,0,1,2,3,4,5,6
0,23,1,0,2,0,0,0
1,0,7,1,0,0,0,1
2,0,0,13,1,0,0,0
3,7,0,0,7,0,0,0
4,0,0,0,2,11,0,3
5,0,0,0,0,0,11,1
6,0,0,2,0,1,0,13
