,0,1,2,3,4,5,6
0,163,13,2,12,2,1,7
1,27,138,3,14,4,2,12
2,8,4,161,2,1,6,18
3,5,9,3,165,6,2,10
4,0,1,1,2,190,6,0
5,2,9,12,9,22,140,6
6,14,14,10,6,0,2,154
