,0,1,2,3,4,5,6
0,164,9,7,11,3,1,5
1,19,130,3,22,6,4,16
2,6,6,154,4,6,5,19
3,6,12,3,154,8,8,9
4,0,1,2,3,182,12,0
5,2,4,11,7,22,150,4
6,12,12,5,8,1,4,158
