,0,1,2,3,4,5,6,7
0,31,1,0,2,0,1,2,1
1,9,20,2,1,1,1,3,1
2,3,0,29,0,1,1,3,1
3,3,4,2,22,4,4,0,0
4,2,1,0,0,9,3,2,2
5,2,1,6,6,1,17,3,3
6,0,2,3,1,1,1,30,0
7,0,0,1,1,3,2,0,32
