,0,1,2,3,4,5,6,7
0,23,6,2,0,0,1,5,1
1,3,19,2,0,0,4,3,7
2,5,4,16,5,0,0,6,2
3,3,3,7,12,1,6,3,4
4,1,1,1,2,2,4,3,5
5,1,5,2,9,0,14,2,6
6,3,3,6,1,0,2,23,0
7,1,1,1,1,2,7,1,25
