,0,1,2,3,4,5,6,7
0,31,1,1,2,0,0,3,0
1,5,24,2,2,1,2,0,2
2,1,1,34,0,0,0,1,1
3,1,1,2,28,1,3,2,1
4,0,2,0,0,7,4,2,4
5,0,2,3,5,0,23,3,3
6,0,4,2,0,1,1,30,0
7,0,0,1,0,2,3,0,33
