,0,1,2,3,4,5,6
0,12,1,1,2,0,0,0
1,0,7,3,0,3,2,2
2,0,1,10,0,0,2,4
3,1,2,0,12,0,0,2
4,0,1,0,0,16,0,0
5,0,0,3,0,0,13,1
6,0,2,0,4,1,2,8
