,0,1,2,3,4,5,6,7
0,26,4,1,2,1,1,2,1
1,5,21,4,3,0,1,4,0
2,1,4,24,3,1,0,2,3
3,3,6,1,19,1,4,4,1
4,1,4,0,0,8,3,1,2
5,1,5,6,5,5,13,1,3
6,2,4,7,3,0,0,22,0
7,2,1,3,1,5,3,0,24
