,0,1,2,3,4,5,6,7
0,27,1,2,6,0,1,1,0
1,7,19,5,3,2,1,1,0
2,2,2,28,1,1,1,2,1
3,3,3,3,22,0,3,4,1
4,1,2,0,0,12,3,1,0
5,0,2,5,6,2,22,0,2
6,1,3,5,2,1,0,26,0
7,2,4,1,0,0,3,0,29
