,0,1,2,3,4,5,6,7
0,27,0,1,5,1,1,3,0
1,4,20,5,2,2,1,2,2
2,3,2,26,2,1,1,2,1
3,4,5,2,20,0,3,3,2
4,1,3,1,0,6,1,2,5
5,0,1,5,6,1,21,2,3
6,2,4,5,4,0,1,22,0
7,2,2,2,1,2,3,0,27
