,0,1,2,3,4,5,6
0,184,5,1,4,0,1,5
1,9,167,2,9,3,0,10
2,1,3,179,1,0,6,10
3,0,2,2,181,3,3,9
4,0,0,2,1,190,6,1
5,1,1,5,4,9,175,5
6,4,11,4,7,0,1,173
