,0,1,2,3,4,5,6
0,188,5,0,6,1,0,0
1,11,172,2,3,1,1,10
2,1,0,183,1,0,4,11
3,0,8,1,183,2,2,4
4,0,1,0,0,195,4,0
5,0,0,10,1,10,176,3
6,0,3,5,5,1,2,184
