,0,1,2,3,4,5,6
0,21,1,0,4,0,0,0
1,0,7,0,1,0,0,1
2,2,0,11,1,0,0,0
3,5,1,0,7,1,0,0
4,0,0,0,1,13,0,2
5,0,0,0,0,0,12,0
6,0,0,1,0,1,0,14
