,0,1,2,3,4,5,6
0,23,0,1,1,0,0,1
1,1,2,1,2,2,0,1
2,2,1,8,1,0,1,1
3,7,0,0,6,0,0,1
4,0,0,0,0,14,0,2
5,0,0,0,0,2,10,0
6,1,0,2,0,4,0,9
