,0,1,2,3,4,5,6
0,23,0,1,2,0,0,0
1,3,0,2,2,2,0,0
2,4,0,8,0,1,0,1
3,9,0,1,4,0,0,0
4,2,0,2,0,9,1,2
5,0,0,1,0,1,9,1
6,1,1,1,1,3,0,9
