,0,1,2,3,4,5,6
0,12,2,1,1,0,0,0
1,0,12,0,0,5,0,0
2,0,1,12,1,0,1,2
3,2,1,0,12,1,0,1
4,0,2,0,1,14,0,0
5,0,2,1,0,1,13,0
6,1,1,3,2,0,1,9
