,0,1,2,3,4,5,6
0,168,13,3,12,0,0,4
1,25,125,3,24,4,5,14
2,3,7,153,5,8,6,18
3,2,8,4,161,5,7,13
4,0,1,2,4,190,3,0
5,0,7,12,11,30,134,6
6,17,12,7,10,3,2,149
