,0,1,2,3,4,5,6
0,22,2,0,2,0,0,0
1,0,7,1,0,0,0,1
2,1,0,12,0,0,0,1
3,7,0,0,5,2,0,0
4,0,0,0,2,11,0,3
5,0,0,0,0,0,11,1
6,0,0,2,0,1,0,13
