,0,1,2,3,4,5,6,7
0,31,1,0,2,0,1,2,1
1,7,22,2,1,1,2,2,1
2,0,1,29,1,0,0,5,2
3,1,4,1,24,4,5,0,0
4,0,1,0,1,10,2,2,3
5,1,2,6,5,0,18,3,4
6,0,2,3,0,1,1,31,0
7,0,0,1,0,3,2,0,33
