,0,1,2,3,4,5,6
0,172,8,2,11,1,2,4
1,30,134,3,12,5,4,12
2,7,6,157,3,5,7,15
3,8,9,3,163,5,3,9
4,0,4,1,1,191,3,0
5,2,4,14,9,26,141,4
6,14,8,5,10,2,5,156
