,0,1,2,3,4,5,6,7
0,25,5,0,2,0,2,4,0
1,6,18,4,0,1,4,1,4
2,4,3,20,2,1,2,5,1
3,4,5,4,19,3,2,2,0
4,1,3,1,0,2,2,3,7
5,1,4,4,3,3,12,4,8
6,1,0,3,7,0,2,25,0
7,1,2,2,0,2,8,0,24
