,0,1,2,3,4,5,6
0,14,0,0,1,0,0,0
1,1,13,1,0,1,0,1
2,0,0,9,0,0,2,2
3,0,1,0,13,0,0,2
4,0,1,0,0,16,0,0
5,1,1,3,0,0,14,2
6,0,1,4,3,0,1,10
