,0,1,2,3,4,5,6
0,184,9,0,4,1,0,2
1,12,173,0,5,2,0,8
2,1,2,185,0,0,3,9
3,0,9,1,183,2,1,4
4,0,1,0,0,195,4,0
5,1,0,9,1,7,179,3
6,5,6,3,7,1,1,177
