,0,1,2,3,4,5,6
0,23,0,0,2,0,0,0
1,0,8,0,0,0,0,0
2,0,0,11,0,0,0,1
3,3,1,3,12,1,0,0
4,0,0,0,0,13,0,2
5,0,0,0,0,0,12,1
6,0,0,0,0,2,0,12
